OBJECTID,Name,Baujahr,Gesamtleistung (MW),Anzahl,Typ (WKA),Ort,Landkreis,Breitengrad,Längengrad,Projektierer / Betreiber,Bemerkungen,,,,,,,
4239,Windpark Hausfirste,2021,,,,,,51.2919,9.7672,,,,,,,,,
4240,Windpark Heidenrod,2015,30,12,GE Wind Energy 2.5-120 (12×),Heidenrod,RÜD,50.2017,7.9561,"Windenergiepark Heidenrod, Süwag, Gemeinde Heidenrod",,,,,,,,
4241,Windpark Heringen-Philippstal,2002,15.9,5,Südwind S77 (3×),Lengers,HEF,50.8594,10.0067,Energiekontor,Erweiterung in Bau (2× Nordex N149/5700),,,,,,,
4242,Windpark Heringen-Philippstal,2022,,,Nordex N149/5700 (2×),,,50.8594,10.0067,,,,,,,,,
4243,Windpark Heringen-Waltersberg,2021,21.35,7,Enercon E-101 (7×),Herfa,HEF,50.8747,9.9117,,,,,,,,,
4244,Windpark Hesperinghausen-Neudorf-Kohlgrund (incl. Windpark Rotes Land),1995,43.9,22,Vestas V80-2.0MW (5×),Hesperinghausen,KB,51.4536,8.9178,"Bürgerwindpark Rotes Land; wpd, weidbusch",Repowering 2011 (1× Enercon E-53 und 5× Enercon E-82 E2 statt 2× Enercon E-40/5.40),6701925.9491,,,,,,
4245,Windpark Hesperinghausen-Neudorf-Kohlgrund (incl. Windpark Rotes Land),1996,,,Vestas V90-2.0MW (2×),Kohlgrund,,51.4536,8.9178,,Repowering 2013 (5× Nordex N117/2400 statt 4× Vestas V44-600kW),,,,,,,
4246,Windpark Hesperinghausen-Neudorf-Kohlgrund (incl. Windpark Rotes Land),2001,,,Enercon E-53 (3×),Neudorf,,51.4536,8.9178,,,,,,,,,
4247,Windpark Hesperinghausen-Neudorf-Kohlgrund (incl. Windpark Rotes Land),2002,,,Enercon E-82 (2×),,,51.4536,8.9178,,,,,,,,,
4248,Windpark Hesperinghausen-Neudorf-Kohlgrund (incl. Windpark Rotes Land),2006,,,Enercon E-82 E2 (5×),,,51.4536,8.9178,,,,,,,,,
4249,Windpark Hesperinghausen-Neudorf-Kohlgrund (incl. Windpark Rotes Land),2011,,,Nordex N117/2400 (5×),,,51.4536,8.9178,,,,,,,,,
4250,Windpark Hesperinghausen-Neudorf-Kohlgrund (incl. Windpark Rotes Land),2013,,,,,,51.4536,8.9178,,,,,,,,,
4251,Windpark Hesperinghausen-Neudorf-Kohlgrund (incl. Windpark Rotes Land),2014,,,,,,51.4536,8.9178,,,,,,,,,
4252,Windpark Hesserode,2004,6.9,3,AN Bonus 2300/82 (3×),Hesserode,HR,51.0736,9.4228,L + W Windkraft,,,,,,,,
4253,Windpark Hettersroth,2005,10.5,7,Fuhrländer FL MD77 (7×),Hettersroth,MKK,50.3519,9.2753,"Theolia, Renertec",,,,,,,,
4254,Windpark Hettersroth,2006,,,,,,50.3519,9.2753,,,,,,,,,
4255,Windpark Hintersteinau,2017,27.6,8,Vestas V126-3.45MW (8×),Hintersteinau,MKK,50435,9.4786,Renerteg,,,,,,,,
4256,Windpark Hintersteinau,2018,,,,,,50435,9.4786,,,,,,,,,
4257,Windpark Hofbieber-Traisbach,2016,7.2,3,Nordex N117/2400 (3×),Hofbieber,FD,50.6108,9.7844,"ABO Wind, Friedrich-Wilhelm-Energie Eichenzell",Nachträgliche Betriebseinschränkung,,,,,,,
4258,Windpark Hofgeismar (Windpark Heuberg),2021,10.35,3,Vestas V126-3.45MW (3×),Hofgeismar,KS,51.5133,9.3503,"WP Hofgeismar GmbH, wpd",in Bau,,,,,,,
4259,Windpark Hohenahr,2013,15.2,9,Nordex N117/2400 (7×),Hohensolms,LDK,50.6344,8.4922,"ABO Wind, Mainova, Aufwind eG",Erweiterung in Bau (2× Vestas V150-4.2MW),,,,,,,
4260,Windpark Hohenahr,2022,,,Vestas V150-4.2MW (2×),Blasbach,,50.6344,8.4922,,,,,,,,,
4261,Windpark Hohenroda-Mansbach,2022,28.5,5,Nordex N149/5700 (5×),Hohenroda,HEF,50.7994,9.9428,PNE,in Bau,,,,,,,
4262,Windpark Hohenstein-Galgenkopf,2015,7.5,3,GE Wind Energy 2.5-120 (3×),Burg-Hohenstein,RÜD,50.1719,8.0369,"juwi, REWAG",,,,,,,,
4263,Windpark Hohenzell,1998,1.8,3,Wind World W4200/600 (3×),Hohenzell,MKK,50.3208,9.5425,Bergwinkel-Windkraftanlagen,wurden 2013 zugunsten eines Repowerings im Windpark Goldener Steinrück abgebaut,,,,,,,
4264,Windpark Homberg,2017,10.35,3,Vestas V126-3.45MW (3×),Alsfeld,VB,50.7244,9.3067,VSB Energy,Erweiterung geplant (3× Vestas V126-3.45MW),,,,,,,
4265,Windpark Homberg,2018,,,,,,50.7244,9.3067,,,,,,,,,
4266,Windpark Hünfelden,2016,9.6,4,Nordex N117/2400 (4×),Heringen,LM,50.3214,8.1264,"Trianel Onshore Windkraftwerke, EFI Wind",,,,,,,,
4267,Windpark Hünfelden,,,,,Neesbach,,50.3214,8.1264,,,,,,,,,
4268,Windpark Hünfeldener Wald,2020,13.5,3,Nordex N149/4500 (3×),Kirberg,LM,50.2897,8.1289,BWP Hünfeldener Wald,,,,,,,,
4269,Windpark Kahlberg,2018,16.5,5,Nordex N131/3300 (5×),Fürth,HP,49.6481,8.8558,EnBW,,,,,,,,
4270,Windpark Kahlberg,,,,,Grasellenbach,,49.6481,8.8558,,,,,,,,,
4271,Windpark Kemel,1998,13.75,5,Enercon E-82 E2 (2×),Kemel,RÜD,50.1589,8.0264,"Naturenergie Heidenrod, Heidewind",Repowering 2012 (2× Enercon E-82 E2 und 3× Enercon E-101 statt 7× Enercon E-40/5.40),,,,,,,
4272,Windpark Kemel,2000,,,Enercon E-101 (3×),,,50.1589,8.0264,,,,,,,,,
4273,Windpark Kemel,2012,,,,,,50.1589,8.0264,,,,,,,,,
4274,Windpark Kirchhain-Burgholz,2013,12,5,Nordex N117/2400 (5×),Burgholz,MR,50.8561,8.9583,"ABO Wind, Mainova, CEE",,,,,,,,
4275,Windpark Kirchhain-Burgholz,2015,,,,,,50.8561,8.9583,,,,,,,,,
4276,Windpark Kirchhain-Emsdorf,2014,7.2,3,Nordex N117/2400 (3×),Emsdorf,MR,50.8561,8.9956,Mainova,,,,,,,,
4277,Windpark Kirchheim,2009,14.5,5,Enercon E-82 (2×),Kirchheim,HEF,50.8478,9.5983,"ABO Wind, Enercon Invest",errichtet an der A 7 am Autobahndreieck Kirchheim,,,,,,,
4278,Windpark Kirchheim,2017,,,Nordex N131/3300 (3×),Reckerode,,50.8478,9.5983,,,,,,,,,
4279,Windpark Kloppenheim,2002,6,4,DeWind D6 62/1000 (2×),Kloppenheim,FB,50.2214,8.7197,"Energiepark Kloppenheim, red project",,,,,,,,
4280,Windpark Kloppenheim,2009,,,Vestas V90-2.0MW (2×),,,50.2214,8.7197,,,,,,,,,
4281,Windpark Kommunalwald Kirtorf,2016,7.5,3,GE Wind Energy 2.5-120 (3×),Kirtorf,VB,50.7847,9.1203,"HessenEnergie, ovag, VOBEG Wind",Erweiterung geplant (3× GE Wind Energy 5.5-158),,,,,,,
4282,Windpark Kreuzstein,2017,24,8,Enercon E-115 (8×),Gutsbezirk Kaufunger Wald,ESW,51.2761,9.7297,Entega,,,,,,,,
4283,Windpark Langenthal,1997,4.6,7,Vestas V44-600kW (5×),Langenthal,KS,51.6086,9.3503,SkyPower Windenergie,,,,,,,,
4284,Windpark Langenthal,2011,,,Enercon E-53 (2×),,,51.6086,9.3503,,,,,,,,,
4285,Windpark Lauterbach,2001,1.8,3,DeWind D4 48/600 (3×),Reuters,VB,50.6597,9355,PNE Wind,,,,,,,,
4286,Windpark Liebenau,1998,3.3,5,Vestas V47-660kW (5×),Liebenau,KS,51.5064,9.2764,wpd,,,,,,,,
4287,Windpark Lindenberg,2014,12,5,Nordex N117/2400 (5×),Breitenbach,KS,51.2928,9.3067,GP JOULE,errichtet an der A 44,,,,,,,
4288,Windpark Lindenberg,2015,,,,,,51.2928,9.3067,,,,,,,,,
4289,Windpark Lingelbach,2003,25.2,15,Pfleiderer PWE 650 (6×),Lingelbach,VB,50.7669,9.4097,"Thüga erneuerbare Energien, Windpark Alsfeld",errichtet an der A 5,6580164.1497,,,,,,
4290,Windpark Lingelbach,2016,,,Nordex N117/2400 (9×),,,50.7669,9.4097,,Erweiterung geplant auf dem Gebiet Gehau (HEF) (3× Nordex N131/3300),,,,,,,
4291,Windpark Ludwigsau-Klosterstein,2016,23.1,7,Vestas V112-3.3MW (7×),Hainrode,HEF,50.9686,9.5542,juwi,,,,,,,,
4292,Windpark Ludwigsau-Klosterstein,,,,,Ersrode,,50.9686,9.5542,,,,,,,,,
4293,Windpark Marburg-Wehrda,2003,3.6,3,Pfleiderer PWE 650 (1×),Wehrda,MR,50.85,8.7347,Stadtwerke Marburg,,,,,,,,
4294,Windpark Marburg-Wehrda,2005,,,Fuhrländer FL MD77 (2×),,,50.85,8.7347,,,,,,,,,
4295,Windpark Martenberg,2012,23,10,Enercon E-82 E2 (10×),Adorf,KB,51.3817,8.8192,LENPower,,,,,,,,
4296,Windpark Martinhagen-Balhorn,2006,2.4,3,Enercon E-48 (3×),Martinhagen,KS,51.2878,9.2636,,,,,,,,,
4297,Windpark Martinhagen-Balhorn,,,,,Balhorn,,51.2878,9.2636,,,,,,,,,
4298,Windpark Massenhausen,2010,15.3,7,Vestas V90-2.0MW (4×),Massenhausen,KB,51.4033,8.9411,"Thüga Erneuerbare Energien, Cerventus, juwi",,,,,,,,
4299,Windpark Massenhausen,2011,,,Nordex N100/2500 (1×),,,51.4033,8.9411,,,,,,,,,
4300,Windpark Massenhausen,2012,,,Nordex N117/2400 (2×),,,51.4033,8.9411,,,,,,,,,
4301,Windpark Massenhausen,2014,,,,,,51.4033,8.9411,,,,,,,,,
4302,Windpark Massenhausen,2017,,,,,,51.4033,8.9411,,,,,,,,,
4303,Windpark Mattenberg,2015,9,3,Enercon E-115 (3×),Oberhörlen,MR,50.8372,8.4017,Mattenberg GmbH,,,,,,,,
4304,Windpark Mengeringhausen-Süd,2016,7.2,3,Nordex N117/2400 (3×),Mengeringhausen,KB,51.35,8.9703,wpd,,,,,,,,
4305,Windpark Mengeringhausen-West,2016,7.2,3,Nordex N117/2400 (3×),Mengeringhausen,KB,51.3653,8945,wpd,,,,,,,,
4306,Windpark Mengsberger Wald,2017,12,4,Enercon E-115 (4×),Mengsberg,MR,50.9169,9.0994,,,,,,,,,
4307,Windpark Mittelberg (Windpark Deiselberg),2016,25.85,8,GE Wind Energy 2.75-120 (1×),Trendelburg,KS,51.5681,9.3525,VSB Group,,,,,,,,
4308,Windpark Mittelberg (Windpark Deiselberg),2018,,,Nordex N131/3300 (7×),,,51.5681,9.3525,,,,,,,,,
4309,Windpark Neutscher Höhe,1994,5.9,5,Tacke TW 600 (3×),Neutsch,DA,49.7672,8.7031,"Odenwaldwind, EG Starkenburg",,,,,,,,
4310,Windpark Neutscher Höhe,2012,,,REpower MM92 (2×),Ober-Beerbach,,49.7672,8.7031,,,,,,,,,
4311,Windpark Nieder-Seemen,2002,4.2,4,DeWind D4 48/600 (2×),Nieder-Seemen,FB,50.3708,9.2411,"Theolia, Renertec",,,,,,,,
4312,Windpark Nieder-Seemen,2007,,,Fuhrländer FL MD77 (2×),,,50.3708,9.2411,,,,,,,,,
4313,Windpark Niestetal,1998,8,5,Enercon E-40/5.40 (2×),Heiligenrode,KS,51.3261,9.5894,"Städtische Werke, Windpark Söhrewald/Niestetal",errichtet an der A 7,,,,,,,
4314,Windpark Niestetal,2004,,,AN Bonus 1000/54 (1×),Sandershausen,,51.3261,9.5894,,,,,,,,,
4315,Windpark Niestetal,2014,,,Vestas V112-3.0MW (2×),,,51.3261,9.5894,,,,,,,,,
4316,Windpark Oberdieten,1995,6.7,3,Tacke TW 600 (1×),Oberdieten,MR,50.8678,8.4064,Strauch & Strauch,"errichtet auf Steinbruchgelände (siehe Steinbruch Oberdieten), Repowering 2011 und 2013 (2× Enercon E-101 statt 2× Tacke TW 600, die 2011 errichtete Enercon E-101 ist die weltweit erste Serienanlage dieses Typs)",,,,,,,
4317,Windpark Oberdieten,2003,,,Enercon E-101 (2×),,,50.8678,8.4064,,,,,,,,,
4318,Windpark Oberdieten,2011,,,,,,50.8678,8.4064,,,,,,,,,
4319,Windpark Oberdieten,2013,,,,,,50.8678,8.4064,,,,,,,,,
4320,Windpark Rabenau (Energie- und Ressourcenpark Rabenau),2015,15,6,GE Wind Energy 2.5-120 (6×),Geilshausen,GI,50.6528,8.9194,"WPRI, iTerra Wind, Trianel",,,,,,,,
4321,Windpark Rabenau (Energie- und Ressourcenpark Rabenau),,,,,Odenhausen (Lumda),,50.6528,8.9194,,,,,,,,,
4322,Windpark Rabenau (Energie- und Ressourcenpark Rabenau),,,,,Weitershain,,50.6528,8.9194,,,,,,,,,
4323,Windpark Rauschenberg-Ost,2006,5.1,6,Frisia F56/850 (6×),Ernsthausen,MR,50.9036,8.9692,Windpark Rauschenberg,,,,,,,,
4324,Windpark Rauschenberg-Ost,,,,,Josbach,,50.9036,8.9692,,,,,,,,,
4325,Windpark Rauschenberg-West,2017,15,5,Enercon E-115 (5×),Rauschenberg Sindersfeld,MR,50.8594,8.8886,Krug Energie,,,,,,,,
4326,Windpark Rebgeshain,1996,2.5,4,Enercon E-40/5.40 (3×),Rebgeshain,VB,50.57,9.2214,VWE Bohn,,,,,,,,
4327,Windpark Rebgeshain,1997,,,Nordex N54/1000 (1×),,,50.57,9.2214,,,,,,,,,
4328,Windpark Rixfeld,1996,6.9,3,Enercon E-82 E2 (3×),Rixfeld,VB,50585,9.3847,LuV Windenergie,Repowering 2011 (3× Enercon E-82 E2 statt 5× AN Bonus 600/44),,,,,,,
4329,Windpark Rixfeld,2011,,,,,,50585,9.3847,,,,,,,,,
4330,Windpark Rödeser Berg,2014,12.2,4,Enercon E-101 (4×),Niederelsungen,KS,51.3583,9.1894,"Stadtwerke Wolfhagen, BEG Wolfhagen",,,,,,,,
4331,Windpark Rohrberg,2016,15,5,Enercon E-115 (5×),Hirschhagen,ESW,51.2347,9.7047,"Städtische Werke, Windpark Rohrberg",,,,,,,,
4332,Windpark Rommershausen,2021,13.5,3,Nordex N149/4500 (3×),Rommershausen,HR,50.9383,9.1528,Bürgerwind Schwalmstadt GmbH,,,,,,,,
4333,Windpark Romrod-Zell,2017,19.2,6,Enercon E-115 (5×),Romrod,VB,50.7336,9.2239,"Turbowind, Alterric",errichtet an der A 5,,,,,,,
4334,Windpark Romrod-Zell,2018,,,Enercon E-138 EP3 E2 (1×),Zell,,50.7336,9.2239,,Erweiterung in Bau,,,,,,,
4335,Windpark Romrod-Zell,2022,,,,,,50.7336,9.2239,,,,,,,,,
4336,Windpark Roteberg,2018,17.25,5,Vestas V117-3.45MW (5×),Bad Hersfeld,HEF,50.8703,9.8044,Windpark Roteberg GmbH ＆Co. KG,,,,,,,,
4337,Windpark Roteberg,,,,,Friedewald,,50.8703,9.8044,,,,,,,,,
4338,Windpark Roter Berg,2005,6,4,Vestas V82-1.5MW (4×),Berneburg,ESW,51.0428,9.8881,WKN,,,,,,,,
4339,Windpark Rüddingshausen,2008,7.9,7,Gamesa G58-850kW (4×),Rüddingshausen,GI,50.6897,8.9347,Iberdrola Renewables,,,,,,,,
4340,Windpark Rüddingshausen,2010,,,Fuhrländer FL MD77 (3×),,,50.6897,8.9347,,,,,,,,,
4341,Windpark Rüddingshausen,2011,,,,,,50.6897,8.9347,,,,,,,,,
4342,Windpark Ruhlkirchen,2013,9.6,4,Nordex N117/2400 (4×),Ruhlkirchen,VB,50.8028,9.2047,"greenValue, WSB",,,,,,,,
4343,Windpark Rülfenrod,2002,7.5,5,Enron Wind 1.5sl (5×),Rülfenrod,VB,50.7058,9.0714,ABO Wind,,,,,,,,
4344,Windpark Sachsenhausen,1996,7.65,3,Enercon E-82 E2 (2×),Sachsenhausen,KB,51.2544,8.9908,"Windpark Sachsenhausen, Enercon, LENpower",Repowering 2014 (2× Enercon E-82 E2 statt 3× Nordex N43/600),,,,,,,
4345,Windpark Sachsenhausen,2014,,,Enercon E-101 (1×),,,51.2544,8.9908,,,,,,,,,
4346,Windpark Schelder Wald,2001,12,6,Enron Wind 1.5sl (3×),Eisemroth,LDK,50.7381,8.3844,"ABO Wind, Mainova",,,,,,,,
4347,Windpark Schelder Wald,2011,,,Nordex N100/2500 (3×),Oberscheld,,50.7381,8.3844,,,,,,,,,
4348,Windpark Schenklengsfeld,1998,32.4,7,Enercon E-70 (3×),Schenklengsfeld,HEF,50.7931,9.8522,"Windkraft Eichberg, PNE",Repowering im Gange (4× Siemens Gamesa SG-6.6-155 statt 4× Nordex N43/600),,,,,,,
4349,Windpark Schenklengsfeld,2005,,,Siemens Gamesa SG-6.6-155 (4×),,,50.7931,9.8522,,,,,,,,,
4350,Windpark Schenklengsfeld,2022-2023,,,,,,50.7931,9.8522,,,,,,,,,
4351,Windpark Schlüchtern,2002,20.5,12,GE Wind Energy 1.5sl (7×),Elm,MKK,50.3758,9.5686,"Energiekontor, Entega, Renertec",,,,,,,,
4352,Windpark Schlüchtern,2010,,,Vestas V90-2.0MW (5×),,,50.3758,9.5686,,,,,,,,,
4353,Windpark Schlüchtern,2011,,,,,,50.3758,9.5686,,,,,,,,,
4354,Windpark Schlüchtern-Breitenbach,2018,26.3,9,Enercon E-82 E2 (1×),Schlüchtern,MKK,50.3464,9.4847,,errichtet an der A 66,,,,,,,
4355,Windpark Schlüchtern-Breitenbach,,,,Enercon E-115 (8×),Breitenbach,,50.3464,9.4847,,,,,,,,,
4356,Windpark Schwarzenberg,2016,21.6,9,Nordex N117/2400 (9×),Breidenbach,MR,50.8897,8.4894,Windpark Schwarzenberg GmbH,,,,,,,,
4357,Windpark Schwarzenberg,2017,,,,Biedenkopf,,50.8897,8.4894,,,,,,,,,
4358,Windpark Schwarzenborn,1992,5.25,5,Tacke TW 600 (2×),Richberg,HR,50.9089,9.4086,"WENG, Diverse",früher noch eine Enercon E-18,6605194.9803,,,,,,
4359,Windpark Schwarzenborn,1995,,,Enercon E-40/5.40 (2×),,,50.9089,9.4086,,Repowering 2014 (1× Enercon E-101 statt 1× Enercon E-40/5.40),,,,,,,
4360,Windpark Schwarzenborn,1997,,,Enercon E-101 (1×),,,50.9089,9.4086,,,,,,,,,
4361,Windpark Schwarzenborn,2014,,,,,,50.9089,9.4086,,,,,,,,,
4362,Windpark Söhrewald,2013,15,5,Vestas V112-3.0MW (5×),Wellerode,KS,51.2339,9.5353,"Städtische Werke, Windpark Söhrewald/Niestetal",,,,,,,,
4363,Windpark Solz,1998,2.4,4,NEG Micon NM 48/600 (2×),Solz,HEF,51.0081,9.8719,L + W Windkraft,,,,,,,,
4364,Windpark Solz,,,,AN Bonus 600/44 (2×),,,51.0081,9.8719,,,,,,,,,
4365,Windpark Sontra,2014,12,5,Nordex N117/2400 (5×),Diemerode,ESW,51.0875,9.8553,PNE Wind,,,,,,,,
4366,Windpark Springen,2018,9,3,Enercon E-115 (3×),Springen,RÜD,50.1328,7.9719,naturenergie Springen,,,,,,,,
4367,Windpark Stammheim,2002,1.8,3,DeWind D4 48/600 (3×),Stammheim,FB,50305,8.9372,red project,,,,,,,,
4368,Windpark Stiftswald,2016,27,9,Enercon E-115 (9×),Helsa,KS,51.25,9.6503,Städtische Werke,,,,,,,,
4369,Windpark Stiftswald,,,,,Oberkaufungen,,51.25,9.6503,,,,,,,,,
4370,Windpark Stillfüssel,2018,16.5,5,Vestas V126-3.3MW (5×),Ober-Schönmattenwag,HP,49.5389,8.8353,Entega AG,,,,,,,,
4371,Windpark Stollberg,2020,10.8,3,GE Wind Energy 3.6-137 (3×),Weinbach,LM,50.4272,8.3233,EAM Windenergie,,,,,,,,
4372,Windpark Stollberg,,,,,Weilmünster,,50.4272,8.3233,,,,,,,,,
4373,Windpark Twistetal,1997,11,7,Nordex N43/600 (3×),Nieder-Waroldern,KB,51.3092,8.9911,,,,,,,,,
4374,Windpark Twistetal,2012,,,Enercon E-82 E2 (4×),,,51.3092,8.9911,,,,,,,,,
4375,Windpark Twistetal,2013,,,,,,51.3092,8.9911,,,,,,,,,
4376,Windpark Udenhausen-Mariendorf,1996,3,5,Vestas V44-600kW (5×),Mariendorf,KS,51.4533,9.4725,Windpark Mariendorf-Udenhausen,,,,,,,,
4377,Windpark Udenhausen-Mariendorf,,,,,Udenhausen,,51.4533,9.4725,,,,,,,,,
4378,Windpark Udenhausen-West,1997,2.3,4,Enercon E-40/5.40 (1×),Udenhausen,KS,51.4689,9.4389,,,,,,,,,
4379,Windpark Udenhausen-West,1999,,,Enercon E-40/6.44 E1 (1×),,,51.4689,9.4389,,,,,,,,,
4380,Windpark Udenhausen-West,2004,,,Enercon E-40/6.44 (2×),,,51.4689,9.4389,,,,,,,,,
4381,Windpark Ulrichsteiner Kreuz,1998,10.2,6,AN Bonus 1000/54 (1×),Ulrichstein,VB,50.5564,9.2186,"VWE Bohn, HessenEnergie",,,,,,,,
4382,Windpark Ulrichsteiner Kreuz,2003,,,Enercon E-66/15.66 (1×),,,50.5564,9.2186,,,,,,,,,
4383,Windpark Ulrichsteiner Kreuz,2011,,,Enercon E-66/18.70 (3×),,,50.5564,9.2186,,,,,,,,,
4384,Windpark Ulrichsteiner Kreuz,,,,Enercon E-82 E2 (1×),,,50.5564,9.2186,,,,,,,,,
4385,Windpark Vadenrod,1996,4.55,4,Enercon E-40/5.40 (3×),Vadenrod,VB,50.6564,9.2847,"ABO Wind, Heegen-Windkraft, HessenEnergie",,,,,,,,
4386,Windpark Vadenrod,2014,,,Enercon E-101 (1×),,,50.6564,9.2847,,,,,,,,,
4387,Windpark Vasbeck,1994,19.3,14,Nordtank NTK 500/41 (3×),Vasbeck,KB,51.3689,8.8853,"ABO Wind, TurboWind",,,,,,,,
4388,Windpark Vasbeck,2003,,,REpower MD77 (8×),,,51.3689,8.8853,,,,,,,,,
4389,Windpark Vasbeck,2010,,,Enercon E-53 (1×),,,51.3689,8.8853,,,,,,,,,
4390,Windpark Vasbeck,2014,,,Enercon E-82 (1×),,,51.3689,8.8853,,,,,,,,,
4391,Windpark Vasbeck,2015,,,Enercon E-115 (1×),,,51.3689,8.8853,,,,,,,,,
4392,Windpark Vier Fichten,2013,64,17,Vestas V112-3.0MW (12×),Breitenborn A. W.,MKK,50.2547,9.2389,"Renertec, EG Main-Kinzigtal",Erweiterung in Bau,,,,,,,
4393,Windpark Vier Fichten,2014,,,Vestas V150-5.6MW (5×),Gettenbach,,50.2547,9.2389,,,,,,,,,
4394,Windpark Vier Fichten,2022-2023,,,,Wächtersbach,,50.2547,9.2389,,,,,,,,,
4395,Windpark Vogelsberg,1990,13.5,8,Tacke TW 1.5i (1×),Hartmannshain,VB,50.4586,9.2869,HessenEnergie,"erster deutscher Windpark im Mittelgebirge, erster Windpark in Hessen,",,,,,,,
4396,Windpark Vogelsberg,1991,,,GE Wind Energy 1.5sl (4×),,,50.4586,9.2869,,"Repowering 2004 (4× GE Wind Energy 1.5sl statt 1× Krogmann 15/50, 1× Enercon E-17, 1× Hüllmann FHW 100, 1× AN Bonus 150/30, 1× MAN Aeroman 14.8/33, 1× Tacke TW 250, 1× Husumer Schiffswerft HSW 30/12 und 2× Husumer Schiffswerft HSW 250/25)MAN Aeroman war ein Zweiflügler, HSW 30 war ebenfalls ein Zweiflügler, Erster Hüllmann in Deutschland Krogmann war nicht auf Gittermast.",,,,,,,
4397,Windpark Vogelsberg,1999,,,Enercon E-82 (3×),,,50.4586,9.2869,,,,,,,,,
4398,Windpark Vogelsberg,2004,,,,,,50.4586,9.2869,,,,,,,,,
4399,Windpark Vogelsberg,2010,,,,,,50.4586,9.2869,,,,,,,,,
4400,Windpark Volkartshain-Nordost,1995,1.8,3,AN Bonus 600/44 (3×),Volkartshain,VB,50.4503,9.2858,Windkraftanlagen Weber,,,,,,,,
4401,Windpark Volkartshain-Nordwest,1998,1.7,3,Vestas V44-600kW (2×),Volkartshain,VB,50.4556,9.2731,Windkraftanlagen Weber,,,,,,,,
4402,Windpark Volkartshain-Nordwest,,,,Enercon E-40/5.40 (1×),,,50.4556,9.2731,,,,,,,,,
4403,Windpark Wächtersbach-Neudorf,2014,7.5,3,GE Wind Energy 2.5-120 (3×),Neudorf,MKK,50.2711,9.3333,"ABO Wind, Kreiswerke Main-Kinzig",,,,,,,,
4404,Windpark Wahlen,1995,19.2,8,Tacke TW 600 (2×),Wahlen,VB,50.8133,9.1425,,,,,,,,,
4405,Windpark Wahlen,2018,,,Enercon E-115 (6×),,,50.8133,9.1425,,,,,,,,,
4406,Windpark Waldaubach-Hohenroth,1995,8.35,10,Tacke TW 600 (2×),Waldaubach,LDK,50.6503,8.1336,"Freischlad-Engel Windkraft Driedorf, Neue Energien Windkraft, Rolf Nickel, Gut-Wind, K & N",Repowering 2014 (1× Enercon E-101 statt 1× Enercon E-40/5.40 und 2× Fuhrländer FL 1000/54),,,,,,,
4407,Windpark Waldaubach-Hohenroth,1997,,,Enercon E-40/5.40 (5×),Hohenroth,,50.6503,8.1336,,,,,,,,,
4408,Windpark Waldaubach-Hohenroth,1998,,,Enercon E-48 (1×),,,50.6503,8.1336,,,,,,,,,
4409,Windpark Waldaubach-Hohenroth,2006,,,Enercon E-53 (1×),,,50.6503,8.1336,,,,,,,,,
4410,Windpark Waldaubach-Hohenroth,2009,,,Enercon E-101 (1×),,,50.6503,8.1336,,,,,,,,,
4411,Windpark Waldaubach-Hohenroth,2014,,,,,,50.6503,8.1336,,,,,,,,,
4412,Windpark Wallroth-Nord,2004,8,4,Vestas V80-2.0MW (3×),Wallroth,MKK,50.4086,9.4869,Luftstrom,,,,,,,,
4413,Windpark Wallroth-Nord,2009,,,Vestas V90-2.0MW (1×),,,50.4086,9.4869,,,,,,,,,
4414,Windpark Wallroth-Nord,2012,,,,,,50.4086,9.4869,,,,,,,,,
4415,Windpark Wallroth-West,1998,27,9,Vestas V112-3.0MW (9×),Kressenbach,MKK,50.3889,9.4756,"Renertec, EG Main-Kinzigtal","Repowering 2015 (9× Vestas V112-3.0MW statt 5× Enercon E-40/5.40), 55.000ste Anlage des Herstellers",,,,,,,
4416,Windpark Wallroth-West,2015,,,,Wallroth,,50.3889,9.4756,,,,,,,,,
4417,Windpark Wartenberg,2017,16.5,5,Vestas V112-3.3MW (5×),Angersbach,VB,50.6514,9.4686,"HessenEnergie, ovag",,,,,,,,
4418,Windpark Wattenbach,1997,4.8,5,Vestas V44-600kW (3×),Wattenbach,KS,51.2089,9.6072,K/S Soprotho,,,,,,,,
4419,Windpark Wattenbach,1998,,,Vestas V63-1.5MW (2×),,,51.2089,9.6072,,,,,,,,,
4420,Windpark Wehneberg,2014,15,6,GE Wind Energy 2.5-120 (6×),Bad Hersfeld,HEF,50.9053,9.6889,"ABO Wind, Stadtwerke Stuttgart",,,,,,,,
4421,Windpark Weilrod,2014,16.8,7,Nordex N117/2400 (7×),Cratzenbach Riedelbach,HG,50.3069,8365,"ABO Wind, ABO Invest",,,,,,,,
4422,Windpark Weißenberg,2016,18.3,6,Enercon E-115 (6×),Dautphetal,MR,50.8772,8.5169,Windpark Weißenberg GmbH,,,,,,,,
4423,Windpark Weißenberg,,,,,Biedenkopf,,50.8772,8.5169,,,,,,,,,
4424,Windpark Wenings,2001,9,3,Enercon E-115 (3×),Wenings,FB,50.3903,9.1903,,Repowering 2018 (3× Enercon E-115 statt 3× DeWind D4 48/600),,,,,,,
4425,Windpark Wenings,2018,,,,,,50.3903,9.1903,,,,,,,,,
4426,Windpark Windhausen-Nord,1993,0.8,4,AN Bonus 150/30 (2×),Windhausen,VB,50.6572,9.1981,Winde GbRmbH,Rückbau um 2013,,,,,,,
